customer_id,first_name,last_name,email,country,age,total_spent,favorite_color,created_at
32,User32,Test32,user32@demo.com,PL,65,1521.08,white,2025-10-12 08:02:56.174758
33,User33,Test33,user33@demo.com,PL,31,793.43,blue,2024-11-20 08:02:56.174761
34,User34,Test34,user34@demo.com,PL,64,147.52,blue,2024-11-11 08:02:56.174764
35,User35,Test35,user35@demo.com,DE,46,387.67,blue,2024-05-12 08:02:56.174767
36,User36,Test36,user36@demo.com,CZ,53,943.73,blue,2024-08-06 08:02:56.174770
37,User37,Test37,user37@demo.com,DE,25,1500.84,green,2025-04-30 08:02:56.174772
38,User38,Test38,user38@demo.com,CZ,26,715.39,black,2024-08-01 08:02:56.174778
39,User39,Test39,user39@demo.com,AT,47,1731.46,green,2025-02-26 08:02:56.174781
40,User40,Test40,user40@demo.com,PL,31,1345.48,blue,2024-04-11 08:02:56.174784
41,User41,Test41,user41@demo.com,DE,49,568.58,green,2025-04-16 08:02:56.174787
42,User42,Test42,user42@demo.com,CZ,46,1765.7,blue,2026-01-08 08:02:56.174790
43,User43,Test43,user43@demo.com,DE,62,1100.74,green,2026-02-01 08:02:56.174792
44,User44,Test44,user44@demo.com,DE,28,1697.43,green,2025-01-28 08:02:56.174795
45,User45,Test45,user45@demo.com,DE,57,567.5,green,2024-12-11 08:02:56.174797
46,User46,Test46,user46@demo.com,CZ,18,1410.35,black,2025-06-24 08:02:56.174800
47,User47,Test47,user47@demo.com,PL,29,320.02,white,2024-05-29 08:02:56.174802
48,User48,Test48,user48@demo.com,PL,51,193.69,green,2025-12-16 08:02:56.174805
49,User49,Test49,user49@demo.com,PL,45,1422.17,green,2025-06-27 08:02:56.174807
50,User50,Test50,user50@demo.com,PL,29,1213.92,black,2025-06-21 08:02:56.174810
51,User51,Test51,user51@demo.com,CZ,50,962.42,green,2025-05-17 08:02:56.174813
52,User52,Test52,user52@demo.com,DE,21,1654.96,white,2026-01-21 08:02:56.174816
53,User53,Test53,user53@demo.com,PL,62,1890.23,black,2025-02-13 08:02:56.174818
54,User54,Test54,user54@demo.com,AT,54,130.54,red,2025-05-25 08:02:56.174821
55,User55,Test55,user55@demo.com,AT,48,610.96,white,2024-09-15 08:02:56.174824
56,User56,Test56,user56@demo.com,AT,39,773.17,white,2024-08-28 08:02:56.174829
57,User57,Test57,user57@demo.com,AT,28,1515.49,red,2025-03-02 08:02:56.174832
58,User58,Test58,user58@demo.com,PL,40,1906.63,white,2025-01-25 08:02:56.174834
59,User59,Test59,user59@demo.com,DE,59,27.31,white,2025-06-08 08:02:56.174837
60,User60,Test60,user60@demo.com,PL,42,1940.08,red,2025-12-19 08:02:56.174840
61,User61,Test61,user61@demo.com,PL,34,712.44,black,2025-01-11 08:02:56.174843
62,User62,Test62,user62@demo.com,DE,18,1465.07,green,2025-05-31 08:02:56.174846
63,User63,Test63,user63@demo.com,PL,28,551.78,black,2024-12-04 08:02:56.174848
64,User64,Test64,user64@demo.com,DE,28,1654.19,green,2025-06-05 08:02:56.174851
65,User65,Test65,user65@demo.com,AT,44,457.38,white,2025-05-26 08:02:56.174854
66,User66,Test66,user66@demo.com,DE,40,1027.09,red,2025-06-25 08:02:56.174858
67,User67,Test67,user67@demo.com,AT,33,1024.61,blue,2025-11-20 08:02:56.174861
68,User68,Test68,user68@demo.com,PL,33,261.75,blue,2026-01-06 08:02:56.174864
69,User69,Test69,user69@demo.com,DE,61,1632.77,green,2024-11-05 08:02:56.174866
70,User70,Test70,user70@demo.com,CZ,55,240.08,black,2024-04-10 08:02:56.174869
71,User71,Test71,user71@demo.com,PL,34,531.83,blue,2024-12-29 08:02:56.174871
72,User72,Test72,user72@demo.com,AT,43,1148.58,red,2025-03-10 08:02:56.174874
73,User73,Test73,user73@demo.com,CZ,20,418.03,white,2025-10-06 08:02:56.174879
74,User74,Test74,user74@demo.com,AT,21,274.5,black,2024-11-28 08:02:56.174881
75,User75,Test75,user75@demo.com,DE,20,292.06,black,2025-11-09 08:02:56.174887
76,User76,Test76,user76@demo.com,PL,65,1157.62,black,2024-09-09 08:02:56.174889
77,User77,Test77,user77@demo.com,AT,60,417.21,black,2025-11-21 08:02:56.174903
78,User78,Test78,user78@demo.com,CZ,23,363.09,blue,2025-10-03 08:02:56.174907
79,User79,Test79,user79@demo.com,AT,37,1336.46,black,2026-02-02 08:02:56.174909
80,User80,Test80,user80@demo.com,PL,49,895.34,white,2024-11-24 08:02:56.175026
81,User81,Test81,user81@demo.com,AT,57,1844.55,green,2025-05-08 08:02:56.175030
82,User82,Test82,user82@demo.com,DE,52,998.39,black,2025-09-08 08:02:56.175033
83,User83,Test83,user83@demo.com,DE,36,1197.9,blue,2024-12-12 08:02:56.175035
84,User84,Test84,user84@demo.com,AT,28,1013.49,black,2025-06-14 08:02:56.175038
85,User85,Test85,user85@demo.com,DE,51,34.2,blue,2024-10-11 08:02:56.175041
86,User86,Test86,user86@demo.com,DE,40,564.33,white,2025-09-22 08:02:56.175044
87,User87,Test87,user87@demo.com,CZ,44,1927.63,red,2024-11-22 08:02:56.175047
88,User88,Test88,user88@demo.com,DE,27,905.05,red,2024-12-20 08:02:56.175049
89,User89,Test89,user89@demo.com,AT,41,1100.67,green,2025-06-03 08:02:56.175051
90,User90,Test90,user90@demo.com,CZ,52,1710.27,blue,2025-03-12 08:02:56.175054
91,User91,Test91,user91@demo.com,DE,53,962.21,green,2025-07-06 08:02:56.175057
92,User92,Test92,user92@demo.com,AT,52,596.12,green,2024-11-01 08:02:56.175060
93,User93,Test93,user93@demo.com,CZ,38,1451.53,white,2024-06-14 08:02:56.175065
94,User94,Test94,user94@demo.com,CZ,20,1393.95,red,2025-06-03 08:02:56.175067
95,User95,Test95,user95@demo.com,AT,41,1313.47,white,2025-02-24 08:02:56.175070
96,User96,Test96,user96@demo.com,DE,55,68.76,white,2025-11-27 08:02:56.175073
97,User97,Test97,user97@demo.com,AT,63,1852.9,green,2026-01-25 08:02:56.175076
98,User98,Test98,user98@demo.com,CZ,34,1845.02,white,2025-01-24 08:02:56.175079
99,User99,Test99,user99@demo.com,CZ,23,1937.77,red,2025-09-25 08:02:56.175084
100,User100,Test100,user100@demo.com,PL,56,458.99,red,2025-09-24 08:02:56.175086
101,User101,Test101,user101@demo.com,PL,48,777.37,white,2025-02-14 08:02:56.175090
102,User102,Test102,user102@demo.com,PL,18,1358.06,white,2024-03-30 08:02:56.175092
103,User103,Test103,user103@demo.com,DE,37,1247.47,green,2025-03-16 08:02:56.175095
104,User104,Test104,user104@demo.com,AT,45,485.18,red,2024-11-02 08:02:56.175098
105,User105,Test105,user105@demo.com,PL,23,284.9,red,2025-05-24 08:02:56.175101
106,User106,Test106,user106@demo.com,PL,63,1519.73,white,2025-09-25 08:02:56.175103
107,User107,Test107,user107@demo.com,CZ,39,1450.13,black,2025-12-25 08:02:56.175106
108,User108,Test108,user108@demo.com,PL,34,496.51,white,2026-01-20 08:02:56.175108
109,User109,Test109,user109@demo.com,DE,60,1625.31,white,2024-08-07 08:02:56.175110
110,User110,Test110,user110@demo.com,CZ,61,1496.52,red,2025-02-24 08:02:56.175113
111,User111,Test111,user111@demo.com,DE,45,150.74,white,2025-07-06 08:02:56.175118
112,User112,Test112,user112@demo.com,PL,41,555.54,blue,2024-04-29 08:02:56.175121
113,User113,Test113,user113@demo.com,CZ,38,1444.36,green,2025-08-01 08:02:56.175123
114,User114,Test114,user114@demo.com,AT,57,856.58,blue,2025-10-23 08:02:56.175126
115,User115,Test115,user115@demo.com,AT,27,226.55,red,2025-01-17 08:02:56.175129
116,User116,Test116,user116@demo.com,PL,35,519.66,red,2025-12-21 08:02:56.175132
117,User117,Test117,user117@demo.com,CZ,28,1579.25,blue,2025-03-03 08:02:56.175136
118,User118,Test118,user118@demo.com,AT,31,1449.26,black,2024-08-26 08:02:56.175140
119,User119,Test119,user119@demo.com,PL,53,1875.87,white,2025-05-12 08:02:56.175142
120,User120,Test120,user120@demo.com,CZ,39,1771.04,blue,2025-05-03 08:02:56.175145
121,User121,Test121,user121@demo.com,CZ,54,52.28,green,2025-04-01 08:02:56.175148
122,User122,Test122,user122@demo.com,PL,58,1941.77,black,2025-09-04 08:02:56.175150
123,User123,Test123,user123@demo.com,DE,46,32.25,white,2025-03-11 08:02:56.175153
124,User124,Test124,user124@demo.com,DE,38,1933.57,green,2024-04-02 08:02:56.175156
125,User125,Test125,user125@demo.com,AT,57,564.64,black,2024-10-08 08:02:56.175159
126,User126,Test126,user126@demo.com,PL,54,882.82,blue,2025-06-15 08:02:56.175161
127,User127,Test127,user127@demo.com,AT,57,217.43,blue,2025-12-24 08:02:56.175163
128,User128,Test128,user128@demo.com,DE,18,338.66,green,2026-01-07 08:02:56.175166
129,User129,Test129,user129@demo.com,CZ,50,502.93,red,2024-09-29 08:02:56.175171
130,User130,Test130,user130@demo.com,AT,50,1017.34,black,2025-04-01 08:02:56.175174
131,User131,Test131,user131@demo.com,AT,44,941.97,red,2024-09-15 08:02:56.175176
132,User132,Test132,user132@demo.com,AT,43,957.71,blue,2025-05-04 08:02:56.175179
133,User133,Test133,user133@demo.com,PL,58,89.62,blue,2025-01-14 08:02:56.175181
134,User134,Test134,user134@demo.com,PL,60,551.58,green,2025-11-13 08:02:56.175184
135,User135,Test135,user135@demo.com,AT,47,329.37,white,2024-12-20 08:02:56.175186
136,User136,Test136,user136@demo.com,DE,64,1728.21,green,2024-11-30 08:02:56.175189
137,User137,Test137,user137@demo.com,DE,44,241.57,black,2024-11-15 08:02:56.175192
138,User138,Test138,user138@demo.com,DE,49,1665.99,blue,2024-04-08 08:02:56.175195
139,User139,Test139,user139@demo.com,CZ,21,1830.31,white,2025-05-15 08:02:56.175206
140,User140,Test140,user140@demo.com,DE,34,675.34,green,2024-07-31 08:02:56.175209
141,User141,Test141,user141@demo.com,DE,44,666.99,red,2024-07-24 08:02:56.175212
142,User142,Test142,user142@demo.com,PL,20,1683.75,black,2024-09-20 08:02:56.175214
143,User143,Test143,user143@demo.com,PL,30,1197.31,black,2025-03-09 08:02:56.175217
144,User144,Test144,user144@demo.com,PL,25,1196.92,red,2025-09-26 08:02:56.175219
145,User145,Test145,user145@demo.com,DE,46,1573.8,green,2025-04-14 08:02:56.175222
146,User146,Test146,user146@demo.com,AT,51,1527.75,blue,2024-09-22 08:02:56.175226
147,User147,Test147,user147@demo.com,DE,20,847.01,green,2024-11-27 08:02:56.175228
148,User148,Test148,user148@demo.com,PL,21,792.62,red,2024-09-18 08:02:56.175233
149,User149,Test149,user149@demo.com,CZ,30,1621.49,black,2024-07-19 08:02:56.175236
150,User150,Test150,user150@demo.com,AT,43,289.87,black,2025-10-26 08:02:56.175240
151,User151,Test151,user151@demo.com,DE,39,1681.43,red,2024-12-01 08:02:56.175243
152,User152,Test152,user152@demo.com,CZ,44,1456.57,black,2024-07-09 08:02:56.175246
153,User153,Test153,user153@demo.com,DE,61,1457.69,green,2024-06-23 08:02:56.175248
154,User154,Test154,user154@demo.com,DE,56,1801.7,white,2025-09-27 08:02:56.175251
155,User155,Test155,user155@demo.com,AT,19,1245.02,blue,2024-03-21 08:02:56.175253
156,User156,Test156,user156@demo.com,AT,26,378.51,blue,2024-07-02 08:02:56.175256
157,User157,Test157,user157@demo.com,DE,50,1969.66,black,2025-07-21 08:02:56.175259
158,User158,Test158,user158@demo.com,CZ,35,1518.38,white,2024-05-24 08:02:56.175261
159,User159,Test159,user159@demo.com,CZ,34,86.72,red,2024-12-16 08:02:56.175264
160,User160,Test160,user160@demo.com,DE,57,606.39,black,2025-02-15 08:02:56.175267
161,User161,Test161,user161@demo.com,PL,35,640.43,green,2025-10-22 08:02:56.175269
162,User162,Test162,user162@demo.com,PL,64,1865.35,blue,2024-08-21 08:02:56.175271
163,User163,Test163,user163@demo.com,DE,51,1129.45,white,2024-03-31 08:02:56.175274
164,User164,Test164,user164@demo.com,CZ,30,1294.81,green,2025-08-04 08:02:56.175276
165,User165,Test165,user165@demo.com,CZ,33,588.5,green,2024-09-29 08:02:56.175279
166,User166,Test166,user166@demo.com,DE,44,431.11,blue,2025-11-20 08:02:56.175284
167,User167,Test167,user167@demo.com,DE,19,478.7,white,2024-12-05 08:02:56.175288
168,User168,Test168,user168@demo.com,PL,47,1677.23,blue,2025-01-01 08:02:56.175291
169,User169,Test169,user169@demo.com,DE,41,1949.83,white,2025-02-11 08:02:56.175294
170,User170,Test170,user170@demo.com,CZ,65,626.52,black,2025-01-07 08:02:56.175296
171,User171,Test171,user171@demo.com,CZ,54,635.22,white,2024-05-18 08:02:56.175299
172,User172,Test172,user172@demo.com,CZ,21,1697.82,green,2024-12-06 08:02:56.175302
173,User173,Test173,user173@demo.com,DE,43,1080.82,green,2024-09-30 08:02:56.175306
174,User174,Test174,user174@demo.com,AT,48,1958.24,red,2024-11-19 08:02:56.175309
175,User175,Test175,user175@demo.com,DE,31,664.81,black,2025-09-12 08:02:56.175312
176,User176,Test176,user176@demo.com,CZ,42,1863.07,red,2025-05-10 08:02:56.175314
177,User177,Test177,user177@demo.com,DE,28,708.27,black,2025-06-05 08:02:56.175317
178,User178,Test178,user178@demo.com,DE,52,916.37,black,2025-10-02 08:02:56.175319
179,User179,Test179,user179@demo.com,CZ,62,1974.55,red,2025-02-10 08:02:56.175321
180,User180,Test180,user180@demo.com,CZ,33,1595.34,red,2025-02-23 08:02:56.175324
181,User181,Test181,user181@demo.com,CZ,48,577.73,black,2024-10-14 08:02:56.175327
182,User182,Test182,user182@demo.com,CZ,27,1333.58,white,2025-04-09 08:02:56.175330
183,User183,Test183,user183@demo.com,DE,54,751.65,blue,2024-11-26 08:02:56.175332
184,User184,Test184,user184@demo.com,AT,57,252.96,blue,2024-07-28 08:02:56.175342
185,User185,Test185,user185@demo.com,CZ,63,1601.12,white,2025-05-20 08:02:56.175345
186,User186,Test186,user186@demo.com,PL,24,748.1,red,2025-09-11 08:02:56.175347
187,User187,Test187,user187@demo.com,CZ,47,1338.99,white,2025-07-19 08:02:56.175350
188,User188,Test188,user188@demo.com,CZ,55,698.66,white,2025-01-29 08:02:56.175353
189,User189,Test189,user189@demo.com,DE,59,173.41,red,2025-10-08 08:02:56.175356
190,User190,Test190,user190@demo.com,AT,26,652.5,blue,2024-05-02 08:02:56.175358
191,User191,Test191,user191@demo.com,CZ,27,342.55,blue,2024-09-03 08:02:56.175361
192,User192,Test192,user192@demo.com,AT,53,1540.92,white,2024-09-21 08:02:56.175364
193,User193,Test193,user193@demo.com,DE,19,137.23,white,2024-06-10 08:02:56.175366
194,User194,Test194,user194@demo.com,CZ,19,315.84,white,2026-01-04 08:02:56.175369
195,User195,Test195,user195@demo.com,CZ,37,487.54,white,2025-03-07 08:02:56.175372
196,User196,Test196,user196@demo.com,PL,35,197.56,white,2024-09-30 08:02:56.175374
197,User197,Test197,user197@demo.com,CZ,19,785.04,green,2025-08-25 08:02:56.175376
198,User198,Test198,user198@demo.com,AT,55,779.16,red,2024-07-05 08:02:56.175379
199,User199,Test199,user199@demo.com,PL,37,701.89,white,2026-01-31 08:02:56.175382
200,User200,Test200,user200@demo.com,CZ,45,973.67,red,2025-08-24 08:02:56.175384
201,User201,Test201,user201@demo.com,PL,23,1473.82,green,2024-04-12 08:02:56.175387
202,User202,Test202,user202@demo.com,DE,51,1227.28,green,2026-02-09 08:02:56.175391
203,User203,Test203,user203@demo.com,AT,64,369.07,red,2024-04-30 08:02:56.175395
204,User204,Test204,user204@demo.com,DE,61,1297.5,black,2024-03-28 08:02:56.175398
205,User205,Test205,user205@demo.com,AT,18,1644.19,blue,2025-08-14 08:02:56.175401
206,User206,Test206,user206@demo.com,PL,54,1373.37,white,2024-04-23 08:02:56.175403
207,User207,Test207,user207@demo.com,PL,41,1201.98,green,2025-11-09 08:02:56.175405
208,User208,Test208,user208@demo.com,PL,42,957.81,blue,2024-07-01 08:02:56.175408
209,User209,Test209,user209@demo.com,AT,45,680.36,green,2025-04-21 08:02:56.175410
210,User210,Test210,user210@demo.com,CZ,39,1996.85,green,2025-05-18 08:02:56.175413
211,User211,Test211,user211@demo.com,PL,39,1999.05,green,2025-04-17 08:02:56.175416
212,User212,Test212,user212@demo.com,DE,45,1199.07,green,2024-09-04 08:02:56.175418
213,User213,Test213,user213@demo.com,PL,44,530.64,blue,2025-05-22 08:02:56.175421
214,User214,Test214,user214@demo.com,AT,53,474.42,black,2025-06-30 08:02:56.175424
215,User215,Test215,user215@demo.com,AT,21,1715.13,green,2025-08-14 08:02:56.175426
216,User216,Test216,user216@demo.com,PL,55,1737.98,red,2024-05-28 08:02:56.175429
217,User217,Test217,user217@demo.com,CZ,56,715.68,red,2026-01-31 08:02:56.175431
218,User218,Test218,user218@demo.com,AT,58,762.79,blue,2025-07-04 08:02:56.175434
219,User219,Test219,user219@demo.com,CZ,20,234.43,black,2024-10-30 08:02:56.175436
220,User220,Test220,user220@demo.com,PL,46,408.25,black,2025-01-01 08:02:56.175439
221,User221,Test221,user221@demo.com,AT,60,1876.0,black,2024-06-15 08:02:56.175445
222,User222,Test222,user222@demo.com,CZ,53,1459.07,black,2025-04-09 08:02:56.175448
223,User223,Test223,user223@demo.com,PL,33,1236.67,blue,2026-01-24 08:02:56.175451
224,User224,Test224,user224@demo.com,AT,23,1998.71,green,2024-09-29 08:02:56.175456
225,User225,Test225,user225@demo.com,DE,45,924.42,red,2024-07-24 08:02:56.175458
226,User226,Test226,user226@demo.com,CZ,21,1433.9,green,2025-04-03 08:02:56.175461
227,User227,Test227,user227@demo.com,PL,60,1518.24,red,2025-10-18 08:02:56.175464
228,User228,Test228,user228@demo.com,AT,53,1477.82,red,2024-12-09 08:02:56.175466
229,User229,Test229,user229@demo.com,AT,54,776.43,black,2025-11-10 08:02:56.175469
230,User230,Test230,user230@demo.com,CZ,61,1401.92,green,2024-03-21 08:02:56.175471
231,User231,Test231,user231@demo.com,DE,25,628.59,black,2025-03-23 08:02:56.175482
232,User232,Test232,user232@demo.com,CZ,31,1380.44,black,2025-10-29 08:02:56.175485
233,User233,Test233,user233@demo.com,CZ,36,522.52,blue,2025-08-01 08:02:56.175488
234,User234,Test234,user234@demo.com,PL,63,1758.08,red,2024-11-11 08:02:56.175496
235,User235,Test235,user235@demo.com,AT,43,1946.9,white,2025-06-10 08:02:56.175500
236,User236,Test236,user236@demo.com,CZ,23,328.88,green,2026-01-26 08:02:56.175504
237,User237,Test237,user237@demo.com,AT,20,520.08,green,2024-07-12 08:02:56.175509
238,User238,Test238,user238@demo.com,DE,42,125.85,blue,2025-02-28 08:02:56.175518
239,User239,Test239,user239@demo.com,DE,62,764.76,green,2024-09-01 08:02:56.175523
240,User240,Test240,user240@demo.com,DE,45,1617.82,white,2024-06-03 08:02:56.175526
241,User241,Test241,user241@demo.com,AT,19,380.35,black,2025-06-23 08:02:56.175529
242,User242,Test242,user242@demo.com,CZ,56,988.6,white,2025-06-20 08:02:56.175532
243,User243,Test243,user243@demo.com,DE,60,835.86,white,2024-05-27 08:02:56.175534
244,User244,Test244,user244@demo.com,CZ,30,1686.81,red,2025-06-02 08:02:56.175537
245,User245,Test245,user245@demo.com,DE,59,1363.48,black,2024-05-18 08:02:56.175541
246,User246,Test246,user246@demo.com,CZ,53,401.53,red,2025-01-27 08:02:56.175544
247,User247,Test247,user247@demo.com,CZ,65,341.25,black,2024-12-11 08:02:56.175546
248,User248,Test248,user248@demo.com,AT,19,985.6,green,2026-01-25 08:02:56.175549
249,User249,Test249,user249@demo.com,DE,50,939.67,white,2024-06-13 08:02:56.175552
250,User250,Test250,user250@demo.com,DE,45,1691.62,red,2024-06-18 08:02:56.175554
251,User251,Test251,user251@demo.com,AT,34,1360.25,white,2024-08-04 08:02:56.175557
252,User252,Test252,user252@demo.com,DE,63,1426.41,blue,2025-01-17 08:02:56.175560
253,User253,Test253,user253@demo.com,CZ,18,215.89,black,2024-06-14 08:02:56.175563
254,User254,Test254,user254@demo.com,DE,50,1095.59,black,2025-06-11 08:02:56.175565
255,User255,Test255,user255@demo.com,AT,54,1792.82,white,2025-10-02 08:02:56.175568
256,User256,Test256,user256@demo.com,CZ,20,1413.72,green,2025-09-28 08:02:56.175570
257,User257,Test257,user257@demo.com,DE,32,657.41,black,2025-02-20 08:02:56.175576
258,User258,Test258,user258@demo.com,DE,35,297.99,white,2026-01-11 08:02:56.175578
259,User259,Test259,user259@demo.com,AT,36,1101.77,blue,2025-12-16 08:02:56.175581
260,User260,Test260,user260@demo.com,AT,22,817.9,black,2024-10-05 08:02:56.175583
261,User261,Test261,user261@demo.com,PL,58,1102.09,red,2024-09-25 08:02:56.175586
262,User262,Test262,user262@demo.com,AT,34,91.88,black,2025-09-06 08:02:56.175589
263,User263,Test263,user263@demo.com,AT,64,1630.31,black,2024-09-24 08:02:56.175592
264,User264,Test264,user264@demo.com,PL,21,1106.88,blue,2025-02-22 08:02:56.175594
265,User265,Test265,user265@demo.com,CZ,41,275.56,black,2025-06-22 08:02:56.175597
266,User266,Test266,user266@demo.com,DE,55,1016.41,red,2025-02-10 08:02:56.175599
267,User267,Test267,user267@demo.com,CZ,38,1763.09,blue,2024-10-15 08:02:56.175602
268,User268,Test268,user268@demo.com,AT,60,1019.35,white,2024-11-18 08:02:56.175605
269,User269,Test269,user269@demo.com,PL,40,1128.64,white,2025-10-04 08:02:56.175608
270,User270,Test270,user270@demo.com,PL,61,489.79,green,2025-05-04 08:02:56.175611
271,User271,Test271,user271@demo.com,CZ,55,537.43,black,2025-07-25 08:02:56.175614
272,User272,Test272,user272@demo.com,DE,63,1240.73,green,2025-08-29 08:02:56.175617
273,User273,Test273,user273@demo.com,DE,33,1481.96,blue,2024-08-24 08:02:56.175620
274,User274,Test274,user274@demo.com,AT,63,1936.95,blue,2024-10-30 08:02:56.175624
275,User275,Test275,user275@demo.com,AT,37,760.94,red,2024-10-24 08:02:56.175626
276,User276,Test276,user276@demo.com,PL,38,1446.52,white,2025-02-21 08:02:56.175754
277,User277,Test277,user277@demo.com,DE,51,252.75,black,2025-01-19 08:02:56.175772
278,User278,Test278,user278@demo.com,DE,60,1033.44,black,2024-08-01 08:02:56.175776
279,User279,Test279,user279@demo.com,PL,38,1088.69,black,2026-02-04 08:02:56.175780
280,User280,Test280,user280@demo.com,DE,49,1461.32,blue,2024-10-27 08:02:56.175784
281,User281,Test281,user281@demo.com,DE,57,552.62,red,2025-01-04 08:02:56.175792
282,User282,Test282,user282@demo.com,CZ,22,1269.18,black,2025-03-04 08:02:56.175797
283,User283,Test283,user283@demo.com,DE,35,1594.45,blue,2026-01-28 08:02:56.175801
284,User284,Test284,user284@demo.com,AT,34,1023.01,blue,2024-10-16 08:02:56.175809
285,User285,Test285,user285@demo.com,AT,39,1554.57,green,2025-11-08 08:02:56.175814
286,User286,Test286,user286@demo.com,CZ,23,1000.31,black,2024-04-16 08:02:56.175822
287,User287,Test287,user287@demo.com,PL,43,1510.33,white,2024-12-15 08:02:56.175838
288,User288,Test288,user288@demo.com,PL,58,1888.27,blue,2026-02-09 08:02:56.175844
289,User289,Test289,user289@demo.com,CZ,38,563.43,black,2025-12-24 08:02:56.175848
290,User290,Test290,user290@demo.com,AT,28,682.8,red,2024-03-27 08:02:56.175851
291,User291,Test291,user291@demo.com,DE,62,846.51,white,2024-08-09 08:02:56.175854
292,User292,Test292,user292@demo.com,CZ,64,78.85,white,2025-12-25 08:02:56.175857
293,User293,Test293,user293@demo.com,CZ,25,152.42,green,2025-10-09 08:02:56.175859
294,User294,Test294,user294@demo.com,PL,51,1547.29,white,2025-08-15 08:02:56.175865
295,User295,Test295,user295@demo.com,PL,56,492.36,red,2024-11-20 08:02:56.175873
296,User296,Test296,user296@demo.com,AT,48,1802.67,white,2025-06-19 08:02:56.175877
297,User297,Test297,user297@demo.com,CZ,34,644.77,black,2024-10-25 08:02:56.175880
298,User298,Test298,user298@demo.com,DE,28,481.02,green,2024-11-02 08:02:56.175883
299,User299,Test299,user299@demo.com,PL,57,1028.53,green,2026-02-02 08:02:56.175886
300,User300,Test300,user300@demo.com,AT,31,1426.76,green,2025-07-26 08:02:56.175889
301,User301,Test301,user301@demo.com,AT,54,1350.33,black,2026-01-02 08:02:56.175892
302,User302,Test302,user302@demo.com,AT,28,488.98,blue,2025-05-14 08:02:56.175895
303,User303,Test303,user303@demo.com,CZ,51,722.97,green,2026-01-02 08:02:56.175898
304,User304,Test304,user304@demo.com,PL,56,436.26,green,2024-12-09 08:02:56.175901
305,User305,Test305,user305@demo.com,DE,48,637.11,white,2024-11-27 08:02:56.175903
306,User306,Test306,user306@demo.com,CZ,37,986.37,green,2025-11-14 08:02:56.175906
307,User307,Test307,user307@demo.com,PL,43,1994.64,blue,2026-01-21 08:02:56.175910
308,User308,Test308,user308@demo.com,DE,36,1350.22,green,2024-09-18 08:02:56.175913
309,User309,Test309,user309@demo.com,PL,42,651.98,white,2025-03-28 08:02:56.175916
